YEAR,QUARTER,MONTH,WEEK,DAY,DAY_OF_WEEK,IS_WEEKEND,SEASON,HOUR,TIME_OF_DAY,PART,CRIME_TYPE,CRIME_CATEGORY,SEVERITY,ARREST,QUALITY_OF_LIFE,ADDRESS,LAT,LON,DATEEND
2023,2,5,18,3,Wednesday,False,Spring,6.0,Morning (6-11),Part1,AGGRAVATED ASSAULT,Violent,4,False,False,100 GREENLAND DR,43.072243,-76.141151,2023-05-03
2023,2,6,24,16,Friday,False,Summer,20.0,Evening (18-23),Part1,BURGLARY,Property,3,False,False,100 GREENLAND DR,43.072243,-76.141151,2023-06-16
2023,3,8,31,3,Thursday,False,Summer,20.0,Evening (18-23),Part1,BURGLARY,Property,3,True,False,100 GREENLAND DR,43.072243,-76.141151,2023-08-03
2023,2,6,22,1,Thursday,False,Summer,22.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,100 GRIFFIN ST,43.014375,-76.159145,2023-06-01
2023,3,7,29,22,Saturday,True,Summer,14.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,100 GREENLAND DR,43.072243,-76.141151,2023-07-22
2023,3,8,33,17,Thursday,False,Summer,17.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,100 GRIFFIN ST,43.014375,-76.159145,2023-08-17
2023,4,10,41,14,Saturday,True,Fall,2.0,Night (0-5),Part1,LARCENY,Property,2,False,False,100 GRIFFITHS ST,43.068273,-76.143365,2023-10-14
2023,3,9,38,20,Wednesday,False,Fall,8.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,100 GRIFFITHS ST,43.068273,-76.143365,2023-09-20
2023,3,9,38,20,Wednesday,False,Fall,13.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,100 GRUMBACH AV,43.063152,-76.139449,2023-09-20
2023,2,5,20,16,Tuesday,False,Spring,20.0,Evening (18-23),Part1,BURGLARY,Property,3,False,False,100 GRUMBACH AV,43.063152,-76.139449,2023-05-16
2023,4,11,46,13,Monday,False,Fall,8.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,100 GRUMBACH AVE,43.063152,-76.139449,2023-11-13
2023,1,3,10,8,Wednesday,False,Spring,9.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,100 GRUMBACH AVE,43.063152,-76.139449,2023-03-08
2023,2,5,19,14,Sunday,True,Spring,10.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,100 HADDON RD,43.040272,-76.08966,2023-05-14
2023,1,1,2,9,Monday,False,Winter,15.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,100 HALL AV,43.012539,-76.141973,2023-01-09
2023,1,1,1,6,Friday,False,Winter,15.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,100 HALL AV,43.012539,-76.141973,2023-01-06
2023,1,2,5,1,Wednesday,False,Winter,16.0,Afternoon (12-17),Part1,BURGLARY,Property,3,False,False,100 HALL AV,43.012539,-76.141973,2023-02-01
2023,4,10,40,3,Tuesday,False,Fall,11.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,100 HALL AV,43.012539,-76.141973,2023-10-03
2023,4,12,51,22,Friday,False,Winter,15.0,Afternoon (12-17),Part1,AGGRAVATED ASSAULT,Violent,4,False,False,100 HALL AVE,43.012539,-76.141973,2023-12-22
2023,3,7,28,11,Tuesday,False,Summer,3.0,Night (0-5),Part1,MV THEFT,Property,2,False,False,100 HAROLD ST,43.074764,-76.142479,2023-07-11
2023,4,11,47,25,Saturday,True,Fall,0.0,Night (0-5),Part1,BURGLARY,Property,3,False,False,100 HAROLD ST,43.074764,-76.142479,2023-11-25
2023,2,6,24,13,Tuesday,False,Summer,8.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,100 HARRISON PL,43.044252,-76.150209,2023-06-13
2023,2,4,13,2,Sunday,True,Spring,21.0,Evening (18-23),Part1,BURGLARY,Property,3,False,False,100 HARTLEY ST,43.068432,-76.143244,2023-04-02
2023,3,7,29,18,Tuesday,False,Summer,18.0,Evening (18-23),Part1,MV THEFT,Property,2,False,False,100 HARTSON ST,43.036749,-76.173793,2023-07-18
2023,2,6,24,14,Wednesday,False,Summer,8.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,100 HARRISON ST,43.04427,-76.152198,2023-06-14
2023,4,10,42,22,Sunday,True,Fall,16.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,100 HARTSON ST,43.036749,-76.173793,2023-10-22
2023,4,12,52,25,Monday,False,Winter,1.0,Night (0-5),Part1,LARCENY,Property,2,False,False,100 HARVARD PL,43.041465,-76.119266,2023-12-25
2023,4,10,42,17,Tuesday,False,Fall,20.0,Evening (18-23),Part1,ROBBERY,Violent,4,True,False,100 HARVARD PL,43.041465,-76.119266,2023-10-17
2023,3,9,37,17,Sunday,True,Fall,14.0,Afternoon (12-17),Part1,MV THEFT,Property,2,False,False,100 TOWERS LN,43.037271,-76.147087,2023-09-17
2023,1,1,2,13,Friday,False,Winter,16.0,Afternoon (12-17),Part1,AGGRAVATED ASSAULT,Violent,4,False,False,100 ROSEMONT DR,42.993567,-76.143826,2023-01-13
2023,3,7,27,3,Monday,False,Summer,23.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,100 TYLER CT,43.042536,-76.143316,2023-07-03
2023,3,9,36,10,Sunday,True,Fall,15.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,1000 W GENESEE ST,43.053984,-76.171252,2023-09-10
2023,4,10,41,14,Saturday,True,Fall,3.0,Night (0-5),Part1,LARCENY,Property,2,False,False,100 TYLER CT,43.042536,-76.143316,2023-10-14
2023,4,11,47,22,Wednesday,False,Fall,8.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,100 ROSEMONT DR,42.993567,-76.143826,2023-11-22
2023,4,12,50,16,Saturday,True,Winter,18.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,100 ST LOUIS AV,43.009143,-76.156417,2023-12-16
2023,4,12,49,6,Wednesday,False,Winter,2.0,Night (0-5),Part1,AGGRAVATED ASSAULT,Violent,4,True,False,100 TYLER CT,43.042536,-76.143316,2023-12-06
2023,4,10,41,10,Tuesday,False,Fall,7.0,Morning (6-11),Part1,MV THEFT,Property,2,False,False,100 LAFAYETTE RD,43.001276,-76.129296,2023-10-10
2023,4,12,50,16,Saturday,True,Winter,8.0,Morning (6-11),Part1,ROBBERY,Violent,4,True,False,1000 W GENESEE ST,43.053984,-76.171252,2023-12-16
2023,3,9,37,11,Monday,False,Fall,18.0,Evening (18-23),Part1,AGGRAVATED ASSAULT,Violent,4,False,False,100 TYLER CT,43.042536,-76.143316,2023-09-11
2023,4,12,51,18,Monday,False,Winter,15.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,100 LAFAYETTE RD,43.001276,-76.129296,2023-12-18
2023,2,6,25,20,Tuesday,False,Summer,21.0,Evening (18-23),Part1,ROBBERY,Violent,4,True,False,1000 W GENESEE ST,43.053984,-76.171252,2023-06-20
2023,3,7,29,18,Tuesday,False,Summer,0.0,Night (0-5),Part1,MV THEFT,Property,2,False,False,100 UPLAND RD,43.032024,-76.184316,2023-07-18
2023,3,8,32,10,Thursday,False,Summer,22.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,100 LAFAYETTE RD,43.001276,-76.129296,2023-08-10
2023,2,4,17,30,Sunday,True,Spring,21.0,Evening (18-23),Part1,MV THEFT,Property,2,False,False,100 STADIUM PL,43.037552,-76.139565,2023-04-30
2023,4,12,49,5,Tuesday,False,Winter,22.0,Evening (18-23),Part1,MV THEFT,Property,2,False,False,100 UPLAND RD,43.032024,-76.184316,2023-12-05
2023,1,2,8,25,Saturday,True,Winter,13.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,1000 W GENESEE ST,43.053984,-76.171252,2023-02-25
2023,4,11,48,30,Thursday,False,Fall,10.0,Morning (6-11),Part1,AGGRAVATED ASSAULT,Violent,4,True,False,100 MERRIMAN AV,43.040664,-76.161748,2023-11-30
2023,3,8,35,28,Monday,False,Summer,4.0,Night (0-5),Part1,BURGLARY,Property,3,False,False,100 HARVARD PL,43.041465,-76.119266,2023-08-28
2023,3,9,37,15,Friday,False,Fall,11.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,100 LAFAYETTE RD,43.001276,-76.129296,2023-09-15
2023,3,9,38,23,Saturday,True,Fall,19.0,Evening (18-23),Part1,MV THEFT,Property,2,False,False,100 MERRIMAN AV,43.040664,-76.161748,2023-09-23
2023,3,9,37,14,Thursday,False,Fall,16.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,100 HARVARD PL,43.041465,-76.119266,2023-09-14
2023,3,9,36,9,Saturday,True,Fall,23.0,Evening (18-23),Part1,LARCENY,Property,2,True,False,100 STADIUM PL,43.037552,-76.139565,2023-09-09
2023,1,2,8,22,Wednesday,False,Winter,1.0,Night (0-5),Part1,BURGLARY,Property,3,False,False,100 VALLEY DR,43.018056,-76.161361,2023-02-22
2023,1,2,7,16,Thursday,False,Winter,9.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,1000 W GENESEE ST,43.053984,-76.171252,2023-02-16
2023,3,8,31,1,Tuesday,False,Summer,21.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,100 MERRIMAN AV,43.040664,-76.161748,2023-08-01
2023,1,1,1,8,Sunday,True,Winter,13.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,100 LAFAYETTE RD,43.001276,-76.129296,2023-01-08
2023,3,8,33,15,Tuesday,False,Summer,17.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,100 HARVARD PL,43.041465,-76.119266,2023-08-15
2023,3,8,32,13,Sunday,True,Summer,0.0,Night (0-5),Part1,LARCENY,Property,2,False,False,100 ROSS PARK,43.074332,-76.142595,2023-08-13
2023,2,6,22,4,Sunday,True,Summer,17.0,Afternoon (12-17),Part1,ROBBERY,Violent,4,False,False,1000 W GENESEE ST,43.053984,-76.171252,2023-06-04
2023,1,2,6,10,Friday,False,Winter,9.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,100 MERRIMAN AVE,43.040664,-76.161748,2023-02-10
2023,1,1,3,21,Saturday,True,Winter,11.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,100 LAFAYETTE RD,43.001276,-76.129296,2023-01-21
2023,3,7,27,8,Saturday,True,Summer,17.0,Afternoon (12-17),Part1,AGGRAVATED ASSAULT,Violent,4,False,False,100 HARVARD PL,43.041465,-76.119266,2023-07-08
2023,3,7,27,9,Sunday,True,Summer,21.0,Evening (18-23),Part1,ROBBERY,Violent,4,True,False,100 VALLEY DR,43.018056,-76.161361,2023-07-09
2023,3,9,37,12,Tuesday,False,Fall,19.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,100 STANDART ST,43.034771,-76.141858,2023-09-12
2023,2,5,19,11,Thursday,False,Spring,4.0,Night (0-5),Part1,LARCENY,Property,2,False,False,100 MILES AV,43.035471,-76.1166,2023-05-11
2023,4,11,44,5,Sunday,True,Fall,11.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,100 SEYMOUR ST,43.042665,-76.154694,2023-11-05
2023,1,2,6,10,Friday,False,Winter,21.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,100 HARWOOD AVE,43.04809,-76.103561,2023-02-10
2023,2,6,23,5,Monday,False,Summer,17.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,100 VICTORIA PL,43.040502,-76.118922,2023-06-05
2023,4,10,43,29,Sunday,True,Fall,17.0,Afternoon (12-17),Part1,LARCENY,Property,2,True,False,1000 W GENESEE ST,43.053984,-76.171252,2023-10-29
2023,3,8,32,12,Saturday,True,Summer,7.0,Morning (6-11),Part1,MV THEFT,Property,2,False,False,100 MOONEY AV,43.062633,-76.121865,2023-08-12
2023,3,8,34,26,Saturday,True,Summer,0.0,Night (0-5),Part1,LARCENY,Property,2,False,False,100 LAFAYETTE RD,43.001276,-76.129296,2023-08-26
2023,4,11,45,7,Tuesday,False,Fall,18.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,100 HASTINGS PL,43.06728,-76.118022,2023-11-07
2023,1,2,6,10,Friday,False,Winter,14.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,1000 BELLEVUE AV,43.033266,-76.170218,2023-02-10
2023,4,11,47,26,Sunday,True,Fall,18.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,100 ROSEWOOD ST,43.058987,-76.142578,2023-11-26
2023,2,5,20,15,Monday,False,Spring,19.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,1000 W GENESEE ST,43.053984,-76.171252,2023-05-15
2023,2,4,13,2,Sunday,True,Spring,21.0,Evening (18-23),Part1,MV THEFT,Property,2,True,False,100 MORNINGSIDE TER,43.028811,-76.124624,2023-04-02
2023,1,2,8,21,Tuesday,False,Winter,0.0,Night (0-5),Part1,LARCENY,Property,2,False,False,100 LAFAYETTE RD,43.001276,-76.129296,2023-02-21
2023,1,1,2,9,Monday,False,Winter,11.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,100 HASBROUCK ST,43.062464,-76.093602,2023-01-09
2023,1,3,10,7,Tuesday,False,Spring,16.0,Afternoon (12-17),Part1,BURGLARY,Property,3,False,False,1000 BELLEVUE AV,43.033266,-76.170218,2023-03-07
2023,4,10,43,29,Sunday,True,Fall,0.0,Night (0-5),Part1,LARCENY,Property,2,False,False,100 VICTORIA PL,43.040502,-76.118922,2023-10-29
2023,3,9,38,24,Sunday,True,Fall,21.0,Evening (18-23),Part1,MV THEFT,Property,2,False,False,100 STANDISH DR,43.039631,-76.105878,2023-09-24
2023,1,3,9,3,Friday,False,Spring,2.0,Night (0-5),Part1,LARCENY,Property,2,False,False,100 MOUNT OLYMPUS DR,43.035246,-76.132341,2023-03-03
2023,4,11,47,20,Monday,False,Fall,13.0,Afternoon (12-17),Part1,MV THEFT,Property,2,False,False,100 LAFAYETTE RD,43.001276,-76.129296,2023-11-20
2023,2,5,20,21,Sunday,True,Spring,18.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,100 FORD AV,43.013176,-76.158355,2023-05-21
2023,3,7,27,6,Thursday,False,Summer,15.0,Afternoon (12-17),Part1,BURGLARY,Property,3,False,False,100 SIMON DR,43.055589,-76.103828,2023-07-06
2023,4,12,50,11,Monday,False,Winter,11.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,100 VICTORIA PL,43.040502,-76.118922,2023-12-11
2023,4,10,40,7,Saturday,True,Fall,11.0,Morning (6-11),Part1,LARCENY,Property,2,True,False,1000 W GENESEE ST,43.053984,-76.171252,2023-10-07
2023,1,3,13,29,Wednesday,False,Spring,18.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,100 MOUNT OLYMPUS DR,43.035246,-76.132341,2023-03-29
2023,2,6,25,21,Wednesday,False,Summer,16.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,100 LAFAYETTE RD,43.001276,-76.129296,2023-06-21
2023,2,6,26,29,Thursday,False,Summer,3.0,Night (0-5),Part1,LARCENY,Property,2,False,False,100 HATCH ST,43.023431,-76.153884,2023-06-29
2023,2,5,18,1,Monday,False,Spring,17.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,1000 BELLEVUE AVE,43.033266,-76.170218,2023-05-01
2023,3,9,35,2,Saturday,True,Fall,20.0,Evening (18-23),Part1,MV THEFT,Property,2,False,False,100 LAFAYETTE RD,43.001276,-76.129296,2023-09-02
2023,1,3,13,28,Tuesday,False,Spring,18.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,100 MOUNT OLYMPUS DR,43.035246,-76.132341,2023-03-28
2023,4,10,43,23,Monday,False,Fall,0.0,Night (0-5),Part1,MV THEFT,Property,2,False,False,100 VILLAGE DR,43.070985,-76.118234,2023-10-23
2023,4,10,41,10,Tuesday,False,Fall,4.0,Night (0-5),Part1,LARCENY,Property,2,False,False,100 HATCH ST,43.023431,-76.153884,2023-10-10
2023,3,9,39,28,Thursday,False,Fall,13.0,Afternoon (12-17),Part1,LARCENY,Property,2,True,False,100 SIMON DR,43.055589,-76.103828,2023-09-28
2023,3,8,35,29,Tuesday,False,Summer,20.0,Evening (18-23),Part1,LARCENY,Property,2,True,False,1000 W GENESEE ST,43.053984,-76.171252,2023-08-29
2023,3,7,30,29,Saturday,True,Summer,19.0,Evening (18-23),Part1,AGGRAVATED ASSAULT,Violent,4,True,False,100 MARTIN LUTHER KING      W,43.033076,-76.148947,2023-07-29
2023,4,11,46,15,Wednesday,False,Fall,21.0,Evening (18-23),Part1,MV THEFT,Property,2,False,False,100 MARKLAND AV,43.03263,-76.179742,2023-11-15
2023,3,7,29,17,Monday,False,Summer,0.0,Night (0-5),Part1,BURGLARY,Property,3,False,False,100 HATCH ST,43.023431,-76.153884,2023-07-17
2023,1,2,7,18,Saturday,True,Winter,13.0,Afternoon (12-17),Part1,AGGRAVATED ASSAULT,Violent,4,False,False,1000 BUTTERNUT ST,43.064073,-76.143204,2023-02-18
2023,3,8,32,8,Tuesday,False,Summer,20.0,Evening (18-23),Part1,MV THEFT,Property,2,False,False,100 LAFAYETTE RD,43.001276,-76.129296,2023-08-08
2023,1,2,6,12,Sunday,True,Winter,20.0,Evening (18-23),Part1,MV THEFT,Property,2,False,False,100 STATE FAIR BLVD,43.052593,-76.180197,2023-02-12
2023,2,6,25,25,Sunday,True,Summer,7.0,Morning (6-11),Part1,BURGLARY,Property,3,True,False,100 MARTIN LUTHER KING      W,43.033076,-76.148947,2023-06-25
2023,3,8,34,26,Saturday,True,Summer,10.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,100 VILLAGE DR,43.070985,-76.118234,2023-08-26
2023,3,8,34,21,Monday,False,Summer,15.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,100 HAWTHORNE ST,43.04386,-76.121934,2023-08-21
2023,1,1,1,5,Thursday,False,Winter,15.0,Afternoon (12-17),Part1,AGGRAVATED ASSAULT,Violent,4,False,False,1000 BUTTERNUT ST,43.064073,-76.143204,2023-01-05
2023,3,7,29,21,Friday,False,Summer,13.0,Afternoon (12-17),Part1,LARCENY,Property,2,True,False,100 LAFAYETTE RD,43.001276,-76.129296,2023-07-21
2023,3,8,33,19,Saturday,True,Summer,14.0,Afternoon (12-17),Part1,LARCENY,Property,2,True,False,1000 W GENESEE ST,43.053984,-76.171252,2023-08-19
2023,3,7,30,26,Wednesday,False,Summer,1.0,Night (0-5),Part1,BURGLARY,Property,3,False,False,100 MARTIN LUTHER KING      W,43.033076,-76.148947,2023-07-26
2023,3,8,31,2,Wednesday,False,Summer,0.0,Night (0-5),Part1,LARCENY,Property,2,False,False,100 VILLAGE DR,43.070985,-76.118234,2023-08-02
2023,4,10,41,14,Saturday,True,Fall,19.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,100 HAWTHORNE ST,43.04386,-76.121934,2023-10-14
2023,4,10,44,31,Tuesday,False,Fall,11.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,100 SIMON DR,43.055589,-76.103828,2023-10-31
2023,2,5,20,20,Saturday,True,Spring,6.0,Morning (6-11),Part1,BURGLARY,Property,3,False,False,100 LAFAYETTE RD,43.001276,-76.129296,2023-05-20
2023,2,5,20,20,Saturday,True,Spring,1.0,Night (0-5),Part1,BURGLARY,Property,3,False,False,1000 W GENESEE ST,43.053984,-76.171252,2023-05-20
2023,1,1,2,13,Friday,False,Winter,16.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,100 MARTIN ST,43.078059,-76.147104,2023-01-13
2023,1,3,9,5,Sunday,True,Spring,0.0,Night (0-5),Part1,ROBBERY,Violent,4,False,False,100 RUTH AV,43.024043,-76.131352,2023-03-05
2023,1,2,6,7,Tuesday,False,Winter,12.0,Afternoon (12-17),Part1,BURGLARY,Property,3,False,False,100 HAYDEN AV,43.052138,-76.195638,2023-02-07
2023,3,7,28,12,Wednesday,False,Summer,4.0,Night (0-5),Part1,BURGLARY,Property,3,True,False,1000 BUTTERNUT ST,43.064073,-76.143204,2023-07-12
2023,2,6,26,26,Monday,False,Summer,13.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,100 LAFAYETTE RD,43.001276,-76.129296,2023-06-26
2023,2,5,21,26,Friday,False,Spring,0.0,Night (0-5),Part1,LARCENY,Property,2,False,False,100 STEDMAN ST,43.078798,-76.15643,2023-05-26
2023,1,3,12,20,Monday,False,Spring,13.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,100 MARTIN ST,43.078059,-76.147104,2023-03-20
2023,3,8,32,13,Sunday,True,Summer,23.0,Evening (18-23),Part1,MV THEFT,Property,2,False,False,100 VILLAGE DR,43.070985,-76.118234,2023-08-13
2023,4,11,45,10,Friday,False,Fall,12.0,Afternoon (12-17),Part1,AGGRAVATED ASSAULT,Violent,4,False,False,100 HAYDEN AV,43.052138,-76.195638,2023-11-10
2023,4,11,47,26,Sunday,True,Fall,9.0,Morning (6-11),Part1,AGGRAVATED ASSAULT,Violent,4,True,False,1000 BUTTERNUT ST,43.064073,-76.143204,2023-11-26
2023,3,9,38,18,Monday,False,Fall,23.0,Evening (18-23),Part1,MV THEFT,Property,2,True,False,100 LAFAYETTE RD,43.001276,-76.129296,2023-09-18
2023,3,9,38,18,Monday,False,Fall,17.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,1000 W GENESEE ST,43.053984,-76.171252,2023-09-18
2023,3,7,27,3,Monday,False,Summer,0.0,Night (0-5),Part1,LARCENY,Property,2,False,False,100 MARY ST,43.062152,-76.151018,2023-07-03
2023,3,7,26,1,Saturday,True,Summer,22.0,Evening (18-23),Part1,MV THEFT,Property,2,False,False,100 VILLAGE DR,43.070985,-76.118234,2023-07-01
2023,4,11,48,28,Tuesday,False,Fall,13.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,100 HEADSON DR,43.055166,-76.087657,2023-11-28
2023,4,11,48,30,Thursday,False,Fall,20.0,Evening (18-23),Part1,MV THEFT,Property,2,False,False,1000 BUTTERNUT ST,43.064073,-76.143204,2023-11-30
2023,1,1,2,9,Monday,False,Winter,14.0,Afternoon (12-17),Part1,AGGRAVATED ASSAULT,Violent,4,False,False,100 MARTIN LUTHER KING      W,43.033076,-76.148947,2023-01-09
2023,3,7,27,8,Saturday,True,Summer,15.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,100 RUSKIN AVE,43.031782,-76.16625,2023-07-08
2023,3,8,32,12,Saturday,True,Summer,18.0,Evening (18-23),Part1,BURGLARY,Property,3,False,False,100 HELEN ST,43.063368,-76.134908,2023-08-12
2023,4,11,45,6,Monday,False,Fall,16.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,100 HELEN ST,43.063368,-76.134908,2023-11-06
2023,3,8,35,31,Thursday,False,Summer,19.0,Evening (18-23),Part1,MV THEFT,Property,2,False,False,100 HELEN ST,43.063368,-76.134908,2023-08-31
2023,1,3,12,26,Sunday,True,Spring,0.0,Night (0-5),Part1,LARCENY,Property,2,False,False,100 HENRY ST,43.037489,-76.140798,2023-03-26
2023,3,9,37,14,Thursday,False,Fall,10.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,100 HENRY ST,43.037489,-76.140798,2023-09-14
2023,4,11,45,6,Monday,False,Fall,18.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,100 HENRY ST,43.037489,-76.140798,2023-11-06
2023,1,1,2,9,Monday,False,Winter,3.0,Night (0-5),Part1,LARCENY,Property,2,False,False,100 HENRY ST,43.037489,-76.140798,2023-01-09
2023,3,7,27,5,Wednesday,False,Summer,11.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,100 HENRY ST,43.037489,-76.140798,2023-07-05
2023,4,12,48,1,Friday,False,Winter,10.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,100 HENRY ST,43.037489,-76.140798,2023-12-01
2023,2,4,16,23,Sunday,True,Spring,20.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,100 HERALD PL,43.053385,-76.152218,2023-04-23
2023,3,8,34,22,Tuesday,False,Summer,16.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,100 HERALD PL,43.053385,-76.152218,2023-08-22
2023,2,4,17,26,Wednesday,False,Spring,16.0,Afternoon (12-17),Part1,BURGLARY,Property,3,True,False,100 HERBERT ST,43.066651,-76.149609,2023-04-26
2023,3,8,33,18,Friday,False,Summer,2.0,Night (0-5),Part1,MV THEFT,Property,2,False,False,100 HERZ ST,43.075825,-76.137807,2023-08-18
2023,2,4,14,3,Monday,False,Spring,5.0,Night (0-5),Part1,MV THEFT,Property,2,False,False,100 HIGH ST,43.070316,-76.146404,2023-04-03
2023,2,5,18,6,Saturday,True,Spring,13.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,100 HIGH ST,43.070316,-76.146404,2023-05-06
2023,1,2,7,14,Tuesday,False,Winter,2.0,Night (0-5),Part1,MV THEFT,Property,2,True,False,100 HIGH ST,43.070316,-76.146404,2023-02-14
2023,4,12,50,16,Saturday,True,Winter,22.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,100 HIGHLAND AV,43.058729,-76.139954,2023-12-16
2023,1,2,7,17,Friday,False,Winter,8.0,Morning (6-11),Part1,BURGLARY,Property,3,False,False,100 HIGHLAND AV,43.058729,-76.139954,2023-02-17
2023,3,9,36,8,Friday,False,Fall,14.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,100 HIGHLAND AVE,43.058729,-76.139954,2023-09-08
2023,3,7,30,26,Wednesday,False,Summer,16.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,100 HIXSON AV,43.065452,-76.121649,2023-07-26
2023,2,6,25,21,Wednesday,False,Summer,17.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,100 HILLSIDE ST,43.076268,-76.143629,2023-06-21
2023,4,12,52,26,Tuesday,False,Winter,0.0,Night (0-5),Part1,LARCENY,Property,2,False,False,100 HIXSON AVE,43.065452,-76.121649,2023-12-26
2023,3,8,35,29,Tuesday,False,Summer,12.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,100 LAMBRETH LN,43.021206,-76.119156,2023-08-29
2023,1,3,9,2,Thursday,False,Spring,23.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,100 LAMBRETH LN,43.021206,-76.119156,2023-03-02
2023,3,9,35,2,Saturday,True,Fall,17.0,Afternoon (12-17),Part1,BURGLARY,Property,3,False,False,100 LATIMER TER,43.039494,-76.14689,2023-09-02
2023,1,3,12,22,Wednesday,False,Spring,10.0,Morning (6-11),Part1,LARCENY,Property,2,True,False,100 LATIMER TER,43.039494,-76.14689,2023-03-22
2023,1,1,1,7,Saturday,True,Winter,3.0,Night (0-5),Part1,AGGRAVATED ASSAULT,Violent,4,False,False,100 LIGHT CT,43.04142,-76.141881,2023-01-07
2023,1,3,13,30,Thursday,False,Spring,21.0,Evening (18-23),Part1,LARCENY,Property,2,True,False,100 LIGHT CT,43.04142,-76.141881,2023-03-30
2023,2,6,23,7,Wednesday,False,Summer,2.0,Night (0-5),Part1,LARCENY,Property,2,False,False,100 LIGHT CT,43.04142,-76.141881,2023-06-07
2023,2,6,26,26,Monday,False,Summer,4.0,Night (0-5),Part1,LARCENY,Property,2,False,False,100 LIGHT CT,43.04142,-76.141881,2023-06-26
2023,3,9,35,3,Sunday,True,Fall,1.0,Night (0-5),Part1,MV THEFT,Property,2,False,False,100 LILLIAN AV,43.068915,-76.110422,2023-09-03
2023,1,3,12,21,Tuesday,False,Spring,18.0,Evening (18-23),Part1,BURGLARY,Property,3,True,False,100 HOLDEN ST,43.03838,-76.181118,2023-03-21
2023,3,8,32,7,Monday,False,Summer,16.0,Afternoon (12-17),Part1,BURGLARY,Property,3,True,False,100 HOLDEN ST,43.03838,-76.181118,2023-08-07
