YEAR,QUARTER,MONTH,WEEK,DAY,DAY_OF_WEEK,IS_WEEKEND,SEASON,HOUR,TIME_OF_DAY,PART,CRIME_TYPE,CRIME_CATEGORY,SEVERITY,ARREST,QUALITY_OF_LIFE,ADDRESS,LAT,LON,DATEEND
2024,2,5,20,19,Sunday,True,Spring,10.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,300 LEXINGTON AVE,43.046964,-76.119615,2024-05-19 00:00:00
2024,4,11,47,23,Saturday,True,Fall,5.0,Night (0-5),Part1,BURGLARY,Property,3,False,False,300 LOMBARD AV,43.049349,-76.119336,2024-11-23 00:00:00
2024,4,12,49,7,Saturday,True,Winter,2.0,Night (0-5),Part1,BURGLARY,Property,3,False,False,300 LOMBARD AV,43.049349,-76.119336,2024-12-07 00:00:00
2024,3,7,27,1,Monday,False,Summer,0.0,Night (0-5),Part1,MV THEFT,Property,2,False,False,300 LYNCH AV,43.014807,-76.16691,2024-07-01 00:00:00
2024,1,3,12,23,Saturday,True,Spring,15.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,300 MAINS AV,43.007031,-76.158126,2024-03-23 00:00:00
2024,4,11,47,21,Thursday,False,Fall,13.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,300 MAINS AV,43.007031,-76.158126,2024-11-21 00:00:00
2024,3,8,34,22,Thursday,False,Summer,0.0,Night (0-5),Part1,LARCENY,Property,2,False,False,300 MAINS AV,43.007031,-76.158126,2024-08-22 00:00:00
2024,3,7,30,22,Monday,False,Summer,6.0,Morning (6-11),Part1,MV THEFT,Property,2,False,False,300 MAINS AV,43.007031,-76.158126,2024-07-22 00:00:00
2024,1,2,6,7,Wednesday,False,Winter,16.0,Afternoon (12-17),Part1,AGGRAVATED ASSAULT,Violent,4,False,False,300 MAINS AV,43.007031,-76.158126,2024-02-07 00:00:00
2024,2,6,26,25,Tuesday,False,Summer,4.0,Night (0-5),Part1,BURGLARY,Property,3,True,False,300 MARCELLUS ST,43.047126,-76.16223,2024-06-25 00:00:00
2024,1,3,10,6,Wednesday,False,Spring,6.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,300 MARGUERITE AV,43.020144,-76.158279,2024-03-06 00:00:00
2024,1,2,7,18,Sunday,True,Winter,20.0,Evening (18-23),Part1,MV THEFT,Property,2,False,False,300 MIDLAND AV,43.038117,-76.156263,2024-02-18 00:00:00
2024,3,7,29,18,Thursday,False,Summer,0.0,Night (0-5),Part1,LARCENY,Property,2,False,False,300 MIDLAND AV,43.038117,-76.156263,2024-07-18 00:00:00
2024,2,6,25,22,Saturday,True,Summer,1.0,Night (0-5),Part1,MV THEFT,Property,2,False,False,300 MARTIN LUTHER KING      W,43.032078,-76.15336,2024-06-22 00:00:00
2024,1,3,9,3,Sunday,True,Spring,3.0,Night (0-5),Part1,MV THEFT,Property,2,False,False,300 MIDLAND AV,43.038117,-76.156263,2024-03-03 00:00:00
2024,4,10,40,6,Sunday,True,Fall,18.0,Evening (18-23),Part1,AGGRAVATED ASSAULT,Violent,4,False,False,300 MOUNTAINVIEW AV,43.050546,-76.100063,2024-10-06 00:00:00
2024,2,6,26,30,Sunday,True,Summer,19.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,300 N  EDWARDS AVE,43.07373,-76.106574,2024-06-30 00:00:00
2024,2,5,22,31,Friday,False,Spring,1.0,Night (0-5),Part1,BURGLARY,Property,3,False,False,300 N COLLINGWOOD AV,43.073685,-76.107474,2024-05-31 00:00:00
2024,4,11,45,4,Monday,False,Fall,11.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,300 N EDWARDS AV,43.07373,-76.106574,2024-11-04 00:00:00
2024,4,10,41,9,Wednesday,False,Fall,13.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,300 N EDWARDS AV,43.07373,-76.106574,2024-10-09 00:00:00
2024,4,11,45,10,Sunday,True,Fall,20.0,Evening (18-23),Part1,MV THEFT,Property,2,False,False,300 N EDWARDS AV,43.07373,-76.106574,2024-11-10 00:00:00
2024,3,8,32,9,Friday,False,Summer,3.0,Night (0-5),Part1,MV THEFT,Property,2,False,False,300 N LOWELL AV,43.050681,-76.183528,2024-08-09 00:00:00
2024,4,10,42,15,Tuesday,False,Fall,21.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,300 N LOWELL AV,43.050681,-76.183528,2024-10-15 00:00:00
2024,3,8,31,3,Saturday,True,Summer,15.0,Afternoon (12-17),Part1,MV THEFT,Property,2,False,False,300 N LOWELL AV,43.050681,-76.183528,2024-08-03 00:00:00
2024,3,9,37,15,Sunday,True,Fall,20.0,Evening (18-23),Part1,BURGLARY,Property,3,False,False,300 N MIDLER AV,43.07382,-76.105053,2024-09-15 00:00:00
2024,2,5,22,29,Wednesday,False,Spring,0.0,Night (0-5),Part1,BURGLARY,Property,3,True,False,300 N MIDLER AV,43.07382,-76.105053,2024-05-29 00:00:00
2024,2,6,25,23,Sunday,True,Summer,7.0,Morning (6-11),Part1,BURGLARY,Property,3,True,False,300 N MIDLER AV,43.07382,-76.105053,2024-06-23 00:00:00
2024,1,1,2,11,Thursday,False,Winter,0.0,Night (0-5),Part1,LARCENY,Property,2,False,False,300 N MIDLER AV,43.07382,-76.105053,2024-01-11 00:00:00
2024,2,4,15,9,Tuesday,False,Spring,15.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,300 N MIDLER AV,43.07382,-76.105053,2024-04-09 00:00:00
2024,3,8,33,15,Thursday,False,Summer,0.0,Night (0-5),Part1,BURGLARY,Property,3,False,False,300 N MIDLER AV,43.07382,-76.105053,2024-08-15 00:00:00
2024,2,5,18,3,Friday,False,Spring,10.0,Morning (6-11),Part1,MV THEFT,Property,2,False,False,300 N MIDLER AV,43.07382,-76.105053,2024-05-03 00:00:00
2024,3,7,28,13,Saturday,True,Summer,23.0,Evening (18-23),Part1,BURGLARY,Property,3,True,False,300 N MIDLER AV,43.07382,-76.105053,2024-07-13 00:00:00
2024,2,6,23,6,Thursday,False,Summer,10.0,Morning (6-11),Part1,ROBBERY,Violent,4,False,False,300 N MIDLER AV,43.07382,-76.105053,2024-06-06 00:00:00
2024,2,6,26,28,Friday,False,Summer,0.0,Night (0-5),Part1,MV THEFT,Property,2,False,False,300 NORTH AV,43.071975,-76.113603,2024-06-28 00:00:00
2024,1,2,6,7,Wednesday,False,Winter,8.0,Morning (6-11),Part1,BURGLARY,Property,3,False,False,300 NORTH AV,43.071975,-76.113603,2024-02-07 00:00:00
2024,3,9,38,22,Sunday,True,Fall,2.0,Night (0-5),Part1,BURGLARY,Property,3,False,False,300 NORWOOD AV,43.073595,-76.109715,2024-09-22 00:00:00
2024,3,7,27,2,Tuesday,False,Summer,16.0,Afternoon (12-17),Part1,AGGRAVATED ASSAULT,Violent,4,False,False,300 ONONDAGA AV,43.031592,-76.16511,2024-07-02 00:00:00
2024,2,4,16,18,Thursday,False,Spring,18.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,300 OTISCO ST,43.0461,-76.161686,2024-04-18 00:00:00
2024,3,8,31,3,Saturday,True,Summer,18.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,300 OTISCO ST,43.0461,-76.161686,2024-08-03 00:00:00
2024,3,9,38,17,Tuesday,False,Fall,12.0,Afternoon (12-17),Part1,AGGRAVATED ASSAULT,Violent,4,True,False,300 OTISCO ST,43.0461,-76.161686,2024-09-17 00:00:00
2024,1,2,8,20,Tuesday,False,Winter,18.0,Evening (18-23),Part1,AGGRAVATED ASSAULT,Violent,4,True,False,300 OTISCO ST,43.0461,-76.161686,2024-02-20 00:00:00
2024,3,8,32,9,Friday,False,Summer,14.0,Afternoon (12-17),Part1,AGGRAVATED ASSAULT,Violent,4,True,False,300 OTISCO ST,43.0461,-76.161686,2024-08-09 00:00:00
2024,1,2,9,29,Thursday,False,Winter,10.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,300 OTISCO ST,43.0461,-76.161686,2024-02-29 00:00:00
2024,2,6,26,25,Tuesday,False,Summer,2.0,Night (0-5),Part1,BURGLARY,Property,3,False,False,300 OVERLOOK DR,43.029432,-76.18743,2024-06-25 00:00:00
2024,1,3,13,31,Sunday,True,Spring,8.0,Morning (6-11),Part1,MV THEFT,Property,2,False,False,300 PARRISH LN,42.986016,-76.139703,2024-03-31 00:00:00
2024,2,4,14,3,Wednesday,False,Spring,12.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,300 PUTNAM ST,43.036695,-76.172022,2024-04-03 00:00:00
2024,1,1,1,5,Friday,False,Winter,21.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,300 RENWICK AV,43.041438,-76.140329,2024-01-05 00:00:00
2024,2,5,19,10,Friday,False,Spring,6.0,Morning (6-11),Part1,AGGRAVATED ASSAULT,Violent,4,True,False,300 RENWICK AV,43.041438,-76.140329,2024-05-10 00:00:00
2024,2,5,20,15,Wednesday,False,Spring,8.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,300 RENWICK AV,43.041438,-76.140329,2024-05-15 00:00:00
2024,3,9,37,13,Friday,False,Fall,0.0,Night (0-5),Part1,AGGRAVATED ASSAULT,Violent,4,True,False,300 RENWICK AV,43.041438,-76.140329,2024-09-13 00:00:00
2024,1,3,10,6,Wednesday,False,Spring,1.0,Night (0-5),Part1,ROBBERY,Violent,4,False,False,300 RENWICK AV,43.041438,-76.140329,2024-03-06 00:00:00
2024,3,8,34,24,Saturday,True,Summer,20.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,300 RENWICK AVE,43.041438,-76.140329,2024-08-24 00:00:00
2024,3,8,31,4,Sunday,True,Summer,9.0,Morning (6-11),Part1,BURGLARY,Property,3,False,False,300 RIDGEWOOD DR,43.065702,-76.094415,2024-08-04 00:00:00
2024,3,7,31,29,Monday,False,Summer,5.0,Night (0-5),Part1,MV THEFT,Property,2,False,False,300 ROBINEAU RD,43.021953,-76.170924,2024-07-29 00:00:00
2024,4,12,49,8,Sunday,True,Winter,22.0,Evening (18-23),Part1,MV THEFT,Property,2,False,False,300 ROBINSON ST,43.058088,-76.123427,2024-12-08 00:00:00
2024,4,10,40,3,Thursday,False,Fall,10.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,300 ROBINSON ST,43.058088,-76.123427,2024-10-03 00:00:00
2024,1,1,3,19,Friday,False,Winter,4.0,Night (0-5),Part1,LARCENY,Property,2,False,False,300 ROOSEVELT AV,43.033509,-76.117738,2024-01-19 00:00:00
2024,1,2,6,7,Wednesday,False,Winter,7.0,Morning (6-11),Part1,MV THEFT,Property,2,False,False,300 ROOSEVELT ST,43.033509,-76.117738,2024-02-07 00:00:00
2024,4,12,52,23,Monday,False,Winter,20.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,300 S  ALVORD ST,43.0614,-76.143861,2024-12-23 00:00:00
2024,4,12,51,21,Saturday,True,Winter,13.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,300 S  ALVORD ST,43.0614,-76.143861,2024-12-21 00:00:00
2024,4,11,47,24,Sunday,True,Fall,12.0,Afternoon (12-17),Part1,AGGRAVATED ASSAULT,Violent,4,True,False,300 S  MIDLER AV,43.064019,-76.104868,2024-11-24 00:00:00
2024,1,3,10,5,Tuesday,False,Spring,20.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,300 S  WARREN ST,43.04853,-76.15098,2024-03-05 00:00:00
2024,3,8,32,8,Thursday,False,Summer,13.0,Afternoon (12-17),Part1,AGGRAVATED ASSAULT,Violent,4,True,False,300 S ALVORD ST,43.0614,-76.143861,2024-08-08 00:00:00
2024,2,5,19,10,Friday,False,Spring,15.0,Afternoon (12-17),Part1,MV THEFT,Property,2,False,False,300 S EDWARDS AV,43.063929,-76.106133,2024-05-10 00:00:00
2024,4,12,52,27,Friday,False,Winter,3.0,Night (0-5),Part1,LARCENY,Property,2,False,False,200 BARRETT ST,43.039164,-76.169887,2024-12-27 00:00:00
2024,3,7,31,30,Tuesday,False,Summer,16.0,Afternoon (12-17),Part1,AGGRAVATED ASSAULT,Violent,4,False,False,200 N STATE ST,43.052506,-76.148339,2024-07-30 00:00:00
2024,2,4,16,19,Friday,False,Spring,17.0,Afternoon (12-17),Part1,MV THEFT,Property,2,False,False,300 S LOWELL AV,43.046451,-76.180725,2024-04-19 00:00:00
2024,1,2,9,27,Tuesday,False,Winter,10.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,300 S MIDLER AV,43.064019,-76.104868,2024-02-27 00:00:00
2024,1,2,8,19,Monday,False,Winter,2.0,Night (0-5),Part1,ROBBERY,Violent,4,False,False,200 N STATE ST,43.052506,-76.148339,2024-02-19 00:00:00
2024,3,8,32,6,Tuesday,False,Summer,8.0,Morning (6-11),Part1,LARCENY,Property,2,True,False,200 N STATE ST,43.052506,-76.148339,2024-08-06 00:00:00
2024,2,5,19,11,Saturday,True,Spring,15.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,200 N STATE ST,43.052506,-76.148339,2024-05-11 00:00:00
2024,1,1,3,21,Sunday,True,Winter,7.0,Morning (6-11),Part1,LARCENY,Property,2,True,False,200 N STATE ST,43.052506,-76.148339,2024-01-21 00:00:00
2024,1,2,6,9,Friday,False,Winter,10.0,Morning (6-11),Part1,AGGRAVATED ASSAULT,Violent,4,True,False,200 N STATE ST,43.052506,-76.148339,2024-02-09 00:00:00
2024,4,11,45,6,Wednesday,False,Fall,10.0,Morning (6-11),Part1,BURGLARY,Property,3,True,False,200 N STATE ST,43.052506,-76.148339,2024-11-06 00:00:00
2024,4,10,42,16,Wednesday,False,Fall,21.0,Evening (18-23),Part1,AGGRAVATED ASSAULT,Violent,4,True,False,200 NORTH AV,43.069921,-76.113463,2024-10-16 00:00:00
2024,2,4,14,3,Wednesday,False,Spring,20.0,Evening (18-23),Part1,MV THEFT,Property,2,False,False,200 OAK ST,43.05517,-76.133199,2024-04-03 00:00:00
2024,3,7,28,14,Sunday,True,Summer,11.0,Morning (6-11),Part1,AGGRAVATED ASSAULT,Violent,4,False,False,200 N TOWNSEND ST,43.052348,-76.145473,2024-07-14 00:00:00
2024,1,3,12,22,Friday,False,Spring,21.0,Evening (18-23),Part1,MV THEFT,Property,2,True,False,200 OAK ST,43.05517,-76.133199,2024-03-22 00:00:00
2024,2,5,22,31,Friday,False,Spring,21.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,200 OAK ST,43.05517,-76.133199,2024-05-31 00:00:00
2024,4,12,49,4,Wednesday,False,Winter,4.0,Night (0-5),Part1,BURGLARY,Property,3,False,False,200 OAKWOOD AV,43.038264,-76.145695,2024-12-04 00:00:00
2024,3,9,38,18,Wednesday,False,Fall,9.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,200 ONTARIO ST,43.045281,-76.168571,2024-09-18 00:00:00
2024,2,6,25,22,Saturday,True,Summer,14.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,200 OSTROM AV,43.045247,-76.129084,2024-06-22 00:00:00
2024,1,2,7,15,Thursday,False,Winter,3.0,Night (0-5),Part1,LARCENY,Property,2,False,False,200 OSTROM AVE,43.045247,-76.129084,2024-02-15 00:00:00
2024,2,6,24,13,Thursday,False,Summer,0.0,Night (0-5),Part1,BURGLARY,Property,3,False,False,200 PALMER AV,43.03327,-76.162477,2024-06-13 00:00:00
2024,4,10,41,11,Friday,False,Fall,17.0,Afternoon (12-17),Part1,MV THEFT,Property,2,False,False,200 PARK AVE,43.052027,-76.160371,2024-10-11 00:00:00
2024,2,4,16,18,Thursday,False,Spring,6.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,200 PAUL AV,43.069121,-76.12078,2024-04-18 00:00:00
2024,3,7,29,17,Wednesday,False,Summer,0.0,Night (0-5),Part1,LARCENY,Property,2,False,False,200 POLK ST,43.053706,-76.090682,2024-07-17 00:00:00
2024,3,7,28,9,Tuesday,False,Summer,23.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,200 PHARIS ST,43.055755,-76.190738,2024-07-09 00:00:00
2024,4,10,40,4,Friday,False,Fall,7.0,Morning (6-11),Part1,LARCENY,Property,2,True,False,300 S WARREN ST,43.04853,-76.15098,2024-10-04 00:00:00
2024,3,9,39,25,Wednesday,False,Fall,12.0,Afternoon (12-17),Part1,ROBBERY,Violent,4,True,False,200 POLK ST,43.053706,-76.090682,2024-09-25 00:00:00
2024,3,8,32,11,Sunday,True,Summer,22.0,Evening (18-23),Part1,MV THEFT,Property,2,False,False,200 POLK ST,43.053706,-76.090682,2024-08-11 00:00:00
2024,3,7,28,12,Friday,False,Summer,2.0,Night (0-5),Part1,BURGLARY,Property,3,False,False,300 S WARREN ST,43.04853,-76.15098,2024-07-12 00:00:00
2024,3,9,38,18,Wednesday,False,Fall,3.0,Night (0-5),Part1,MV THEFT,Property,2,False,False,200 POLK ST,43.053706,-76.090682,2024-09-18 00:00:00
2024,2,6,24,16,Sunday,True,Summer,21.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,300 S WARREN ST,43.04853,-76.15098,2024-06-16 00:00:00
2024,3,9,38,18,Wednesday,False,Fall,22.0,Evening (18-23),Part1,BURGLARY,Property,3,True,False,200 POND ST,43.064105,-76.152786,2024-09-18 00:00:00
2024,4,10,40,2,Wednesday,False,Fall,22.0,Evening (18-23),Part1,BURGLARY,Property,3,False,False,200 POND ST,43.064105,-76.152786,2024-10-02 00:00:00
2024,4,12,52,28,Saturday,True,Winter,19.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,300 S WARREN ST,43.04853,-76.15098,2024-12-28 00:00:00
2024,3,8,32,6,Tuesday,False,Summer,10.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,200 POND ST,43.064105,-76.152786,2024-08-06 00:00:00
2024,4,10,42,18,Friday,False,Fall,18.0,Evening (18-23),Part1,AGGRAVATED ASSAULT,Violent,4,True,False,200 POND ST,43.064105,-76.152786,2024-10-18 00:00:00
2024,1,3,10,7,Thursday,False,Spring,17.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,200 PRIMROSE AV,43.014933,-76.145878,2024-03-07 00:00:00
2024,3,7,27,4,Thursday,False,Summer,6.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,300 S WARREN ST,43.04853,-76.15098,2024-07-04 00:00:00
2024,1,2,8,23,Friday,False,Winter,0.0,Night (0-5),Part1,MV THEFT,Property,2,False,False,200 PRIMROSE AV,43.014933,-76.145878,2024-02-23 00:00:00
2024,1,2,7,15,Thursday,False,Winter,0.0,Night (0-5),Part1,MV THEFT,Property,2,False,False,200 PRIMROSE AV,43.014933,-76.145878,2024-02-15 00:00:00
2024,3,7,30,28,Sunday,True,Summer,1.0,Night (0-5),Part1,AGGRAVATED ASSAULT,Violent,4,False,False,200 PRIMROSE AV,43.014933,-76.145878,2024-07-28 00:00:00
2024,4,10,40,4,Friday,False,Fall,12.0,Afternoon (12-17),Part1,MV THEFT,Property,2,False,False,300 S WARREN ST,43.04853,-76.15098,2024-10-04 00:00:00
2024,3,7,29,16,Tuesday,False,Summer,7.0,Morning (6-11),Part1,MV THEFT,Property,2,False,False,200 PUTNAM ST,43.035513,-76.169811,2024-07-16 00:00:00
2024,4,10,42,19,Saturday,True,Fall,20.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,200 PUTNAM ST,43.035513,-76.169811,2024-10-19 00:00:00
2024,2,4,15,14,Sunday,True,Spring,15.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,300 S WARREN ST,43.04853,-76.15098,2024-04-14 00:00:00
2024,3,9,36,4,Wednesday,False,Fall,5.0,Night (0-5),Part1,AGGRAVATED ASSAULT,Violent,4,False,False,200 PUTNAM ST,43.035513,-76.169811,2024-09-04 00:00:00
2024,4,11,45,5,Tuesday,False,Fall,10.0,Morning (6-11),Part1,BURGLARY,Property,3,False,False,200 PUTNAM ST,43.035513,-76.169811,2024-11-05 00:00:00
2024,3,7,30,23,Tuesday,False,Summer,18.0,Evening (18-23),Part1,MV THEFT,Property,2,False,False,300 S WARREN ST,43.04853,-76.15098,2024-07-23 00:00:00
2024,3,8,33,17,Saturday,True,Summer,11.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,200 PUTNAM ST,43.035513,-76.169811,2024-08-17 00:00:00
2024,4,12,49,4,Wednesday,False,Winter,11.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,200 PUTNAM ST,43.035513,-76.169811,2024-12-04 00:00:00
2024,2,4,15,11,Thursday,False,Spring,14.0,Afternoon (12-17),Part1,MV THEFT,Property,2,False,False,200 PUTNAM ST,43.035513,-76.169811,2024-04-11 00:00:00
2024,2,4,16,21,Sunday,True,Spring,8.0,Morning (6-11),Part1,AGGRAVATED ASSAULT,Violent,4,True,False,200 PUTNAM ST,43.035513,-76.169811,2024-04-21 00:00:00
2024,3,7,28,14,Sunday,True,Summer,12.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,200 PUTNAM ST,43.035513,-76.169811,2024-07-14 00:00:00
2024,3,7,28,13,Saturday,True,Summer,4.0,Night (0-5),Part1,MV THEFT,Property,2,False,False,200 RANDOLPH ST,43.005394,-76.14192,2024-07-13 00:00:00
2024,3,7,28,11,Thursday,False,Summer,16.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,300 SCOTTHOLM BLVD,43.041951,-76.109265,2024-07-11 00:00:00
2024,1,1,3,15,Monday,False,Winter,3.0,Night (0-5),Part1,MV THEFT,Property,2,False,False,200 RANDOLPH ST,43.005394,-76.14192,2024-01-15 00:00:00
2024,1,3,11,15,Friday,False,Spring,3.0,Night (0-5),Part1,MV THEFT,Property,2,False,False,200 RANDOLPH ST,43.005394,-76.14192,2024-03-15 00:00:00
2024,2,6,23,5,Wednesday,False,Summer,5.0,Night (0-5),Part1,MV THEFT,Property,2,False,False,300 SCOTTHOLM TER,43.041951,-76.109265,2024-06-05 00:00:00
2024,3,8,32,5,Monday,False,Summer,22.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,200 REED AV,43.029795,-76.181659,2024-08-05 00:00:00
2024,4,10,44,29,Tuesday,False,Fall,3.0,Night (0-5),Part1,LARCENY,Property,2,False,False,200 REED AV,43.029795,-76.181659,2024-10-29 00:00:00
2024,3,7,28,11,Thursday,False,Summer,22.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,200 REED AV,43.029795,-76.181659,2024-07-11 00:00:00
2024,2,6,26,29,Saturday,True,Summer,10.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,200 REED AVE,43.029795,-76.181659,2024-06-29 00:00:00
2024,3,7,29,15,Monday,False,Summer,19.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,200 REED AVE,43.029795,-76.181659,2024-07-15 00:00:00
2024,4,10,41,13,Sunday,True,Fall,12.0,Afternoon (12-17),Part1,MV THEFT,Property,2,False,False,300 SENECA DR,43.002189,-76.150786,2024-10-13 00:00:00
2024,1,3,12,22,Friday,False,Spring,23.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,200 RICH ST,43.035736,-76.161598,2024-03-22 00:00:00
2024,1,1,1,3,Wednesday,False,Winter,15.0,Afternoon (12-17),Part1,ROBBERY,Violent,4,True,False,200 RIDER AV,43.029822,-76.18065,2024-01-03 00:00:00
2024,1,1,5,31,Wednesday,False,Winter,23.0,Evening (18-23),Part1,AGGRAVATED ASSAULT,Violent,4,True,False,300 SENECA DR,43.002189,-76.150786,2024-01-31 00:00:00
2024,2,5,18,3,Friday,False,Spring,10.0,Morning (6-11),Part1,MV THEFT,Property,2,False,False,200 ROBERT DR,43.026612,-76.132308,2024-05-03 00:00:00
2024,3,9,37,9,Monday,False,Fall,12.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,200 RIVERDALE DR,43.001099,-76.155342,2024-09-09 00:00:00
2024,3,8,32,11,Sunday,True,Summer,23.0,Evening (18-23),Part1,MV THEFT,Property,2,False,False,200 ROBERT DR,43.026612,-76.132308,2024-08-11 00:00:00
2024,1,2,5,1,Thursday,False,Winter,1.0,Night (0-5),Part1,LARCENY,Property,2,False,False,200 ROBERT DR,43.026612,-76.132308,2024-02-01 00:00:00
2024,1,2,8,21,Wednesday,False,Winter,2.0,Night (0-5),Part1,MV THEFT,Property,2,True,False,200 ROBERT DR,43.026612,-76.132308,2024-02-21 00:00:00
2024,2,4,14,7,Sunday,True,Spring,1.0,Night (0-5),Part1,MV THEFT,Property,2,False,False,200 ROBERT DR,43.026612,-76.132308,2024-04-07 00:00:00
2024,3,9,38,21,Saturday,True,Fall,4.0,Night (0-5),Part1,MV THEFT,Property,2,False,False,300 SHIRLEY DR,43.009398,-76.155349,2024-09-21 00:00:00
2024,2,4,16,21,Sunday,True,Spring,19.0,Evening (18-23),Part1,MV THEFT,Property,2,True,False,200 ROBERT DR,43.026612,-76.132308,2024-04-21 00:00:00
2024,1,2,7,12,Monday,False,Winter,0.0,Night (0-5),Part1,MV THEFT,Property,2,False,False,200 ROBERT DR,43.026612,-76.132308,2024-02-12 00:00:00
2024,2,5,20,13,Monday,False,Spring,21.0,Evening (18-23),Part1,ROBBERY,Violent,4,False,False,300 SHIRLEY DR,43.009398,-76.155349,2024-05-13 00:00:00
2024,2,4,16,18,Thursday,False,Spring,11.0,Morning (6-11),Part1,MV THEFT,Property,2,False,False,200 ROBERT DR,43.026612,-76.132308,2024-04-18 00:00:00
2024,2,4,15,12,Friday,False,Spring,0.0,Night (0-5),Part1,LARCENY,Property,2,False,False,200 ROBERT DR,43.026612,-76.132308,2024-04-12 00:00:00
2024,3,8,35,26,Monday,False,Summer,20.0,Evening (18-23),Part1,MV THEFT,Property,2,False,False,300 SHONNARD ST,43.041483,-76.164372,2024-08-26 00:00:00
2024,3,8,33,12,Monday,False,Summer,10.0,Morning (6-11),Part1,AGGRAVATED ASSAULT,Violent,4,True,False,200 ROBERTS AV,43.03146,-76.17207,2024-08-12 00:00:00
2024,4,10,44,30,Wednesday,False,Fall,22.0,Evening (18-23),Part1,MV THEFT,Property,2,False,False,200 ROBINEAU RD,43.025382,-76.171021,2024-10-30 00:00:00
2024,3,9,36,3,Tuesday,False,Fall,9.0,Morning (6-11),Part1,BURGLARY,Property,3,False,False,200 ROE AV,43.019274,-76.124741,2024-09-03 00:00:00
2024,3,9,38,16,Monday,False,Fall,15.0,Afternoon (12-17),Part1,BURGLARY,Property,3,False,False,300 SHONNARD ST,43.041483,-76.164372,2024-09-16 00:00:00
2024,1,3,11,16,Saturday,True,Spring,17.0,Afternoon (12-17),Part1,LARCENY,Property,2,False,False,200 ROBINSON ST,43.058044,-76.125574,2024-03-16 00:00:00
2024,3,9,36,2,Monday,False,Fall,0.0,Night (0-5),Part1,MV THEFT,Property,2,False,False,200 ROE AV,43.019274,-76.124741,2024-09-02 00:00:00
2024,3,8,35,29,Thursday,False,Summer,17.0,Afternoon (12-17),Part1,BURGLARY,Property,3,False,False,300 SHONNARD ST,43.041483,-76.164372,2024-08-29 00:00:00
2024,3,8,33,15,Thursday,False,Summer,0.0,Night (0-5),Part1,ROBBERY,Violent,4,False,False,200 ROWLAND ST,43.035637,-76.172274,2024-08-15 00:00:00
2024,3,9,37,11,Wednesday,False,Fall,23.0,Evening (18-23),Part1,ROBBERY,Violent,4,True,False,200 ROWLAND ST,43.035637,-76.172274,2024-09-11 00:00:00
2024,1,2,9,26,Monday,False,Winter,8.0,Morning (6-11),Part1,LARCENY,Property,2,False,False,300 SHONNARD ST,43.041483,-76.164372,2024-02-26 00:00:00
2024,2,6,25,22,Saturday,True,Summer,20.0,Evening (18-23),Part1,LARCENY,Property,2,False,False,300 SHONNARD ST,43.041483,-76.164372,2024-06-22 00:00:00
